Filename|question|ground_truths
1cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|O que é necessário para que a descida do leite ocorra em algumas mulheres após o parto?|"""Em algumas mulheres a 'descida do leite' ou apojadura só ocorre alguns dias após o parto."""
1cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|O que consiste o ingurgitamento mamário e quais os componentes básicos dessa condição?|"""No ingurgitamento mamário, há três componentes básicos: (1) congestão/aumento da vascularização da mama; (2) retenção de leite nos alvéolos; e (3) edema decorrente da congestão e obstrução da drenagem do sistema linfático."""
1cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Quais são algumas das recomendações para prevenir lesões mamilares durante a amamentação?|"""Amamentação com técnica adequada (posicionamento e pega adequados); Cuidados para que os mamilos se mantenham secos, expondo-os ao ar livre ou à luz solar e trocas frequentes dos forros utilizados quando há vazamento de leite."""
1cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Quais são as condições em que o aleitamento materno não deve ser recomendado?|"""Nas seguintes situações o aleitamento materno não deve ser recomendado: Mães infectadas pelo HIV; Mães infectadas pelo HTLV1 e HTLV2; Uso de medicamentos incompatíveis com a amamentação..."""
1cadernos_de_atencao_basica_no_40_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_o_cuidado_da_pessoa_tabagistapdf.txt|O que a Ciap-2R classifica no contexto da saúde?|"""Os transtornos relacionados ao tabaco são classificados pela Ciap-2R com o código P17 (Abuso de Tabaco), pertencendo assim ao Capítulo P (Psicológico)."""
1cadernos_de_atencao_basica_no_40_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_o_cuidado_da_pessoa_tabagistapdf.txt|O que a equipe de saúde deve orientar os usuários que não desejam cessar o tabagismo?|"""É essencial que o profissional de saúde oriente eles acerca: (a) dos malefícios do tabagismo; (b) dos tipos de tratamento disponíveis para a cessação do tabagismo; e (c) da disponibilidade de tratamento na Unidade Básica e dos fluxos que os usuários devem seguir para iniciá-lo."""
1cadernos_de_atencao_basica_no_40_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_o_cuidado_da_pessoa_tabagistapdf.txt|Quais são os fatores principais que podem ser agrupados nas razões para fumar?|"""As razões para fumar são agrupadas em nove fatores principais, sendo eles: dependência, prazer de fumar, redução da tensão, estimulação, automatismo, manuseio, tabagismo social, controle de peso e associação estreita."""
1cadernos_de_atencao_basica_no_40_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_o_cuidado_da_pessoa_tabagistapdf.txt|Qual a importância do acolhimento e empatia no tratamento para cessação do tabagismo?|"""Acolhimento e empatia – Importante entender que a relação do usuário com o tabagismo, muitas vezes, é permeada por um sentimento de ambivalência."""
1cadernos_de_atencao_basica_no_40_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_o_cuidado_da_pessoa_tabagistapdf.txt|O que a abordagem mínima de cessação do tabagismo envolve?|"""A abordagem mínima é definida como o contato profissional-usuário inferior a 3 minutos para cada encontro."""
1cadernos_de_atencao_basica_no_40_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_o_cuidado_da_pessoa_tabagistapdf.txt|Como os medicamentos devem ser escolhidos para os fumantes em tratamento?|"""A escolha inicial do tratamento deve basear-se no perfil e nas preferências do paciente, tentativas prévias de cessação, na experiência do profissional que acompanha e também na disponibilidade dos medicamentos."""
0cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Qual a relação entre o aleitamento materno e a proteção contra mortes infantis?|"""Estima-se que o aleitamento materno poderia evitar 13% das mortes em crianças menores de 5 anos em todo o mundo, por causas preveníveis."""
0cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|De que forma o leite materno contribui para a proteção contra infecções?|"""Graças aos inúmeros fatores existentes no leite materno que protegem contra infecções, ocorrem menos mortes entre as crianças amamentadas."""
0cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Por que o suporte emocional é importante para o sucesso do aleitamento materno?|"""As mães que estão amamentando querem suporte ativo (inclusive emocional), bem como informações precisas, para se sentirem confiantes."""
0cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Quais são as recomendações sobre o uso de mamadeiras durante a amamentação?|"""A mamadeira, além de ser uma importante fonte de contaminação, pode influenciar negativamente a amamentação."""
0cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|O que é a lactogênese e quais são suas fases?|"""A lactogênese fase I ocorre na gravidez, e a fase II se inicia após o nascimento da criança."""
0cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Como o profissional de saúde pode promover a amamentação na prática pré-natal?|"""O acompanhamento pré-natal é uma excelente oportunidade para motivar as mulheres a amamentarem."""
2cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|Como a anemia pode ser diagnosticada?|"""A anemia pode ser diagnosticada com a dosagem de hemoglobina sérica em laboratório e, por meio de métodos mais simples feitos com o HemoCue..."""
2cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|Por que os sinais e sintomas apresentados no exame físico da anemia têm baixa precisão?|"""Entretanto, esses sinais e sintomas apresentam baixa precisão ao serem usados como método inicial e exclusivo para identificação da anemia..."""
2cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|O que a OMS recomenda quanto à suplementação de ferro para gestantes?|"""A Organização Mundial da Saúde preconiza a suplementação de apenas uma dose diária de 60 mg..."""
2cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|O que é fortificação de alimentos e qual sua vantagem?|"""Historicamente, a fortificação de alimentos pela adição de nutrientes tem sido usada por muitos países como medida de saúde pública..."""
2cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|O que é o Programa Nacional de Suplementação de Ferro?|"""Além da fortificação das farinhas de trigo e de milho e das ações educativas, o Ministério da Saúde desenvolve o Programa Nacional de Suplementação de Ferro."""
2cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|Quais são os efeitos da deficiência de iodo na saúde da população?|"""Os problemas decorrentes da baixa ingestão de iodo são conhecidos como distúrbios por deficiência de iodo (DDI)."""
2cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Quais alterações citológicas foram agrupadas sob a denominação de lesão intraepitelial escamosa de alto grau (HSIL)?|"""As alterações citológicas previamente denominadas por Richart (1973) de neoplasias intraepiteliais cervicais grau 2 e 3 (NIC2 e NIC3) foram agrupadas sob a alcunha de lesão intraepitelial escamosa de alto grau (High-Grade Squamous Intraepithelial Lesion – HSIL)."""
2cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|O que caracteriza a inflamação sem identificação de agente no exame citopatológico?|"""Caracterizada pela presença de alterações celulares epiteliais, geralmente determinadas pela ação de agentes físicos, os quais podem ser radioativos, mecânicos ou térmicos e químicos, como medicamentos abrasivos ou cáusticos."""
2cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|O que caracteriza o resultado anormal das atipias em células escamosas?|"""Atipias em células escamosas Lesão intraepitelial de baixo grau Menor Repetição da citologia em seis meses Lesão intraepitelial de alto grau Maior Encaminhamento para colposcopia."""
2cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|O que caracteriza o câncer de mama?|"""O câncer de mama, assim como outras neoplasias malignas, resulta de uma proliferação incontrolável de células anormais..."""
2cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Quais são alguns fatores de risco para o câncer de mama?|"""Os principais fatores de risco conhecidos para o câncer de mama estão ligados à idade, aos fatores genéticos e aos endócrinos."""
2cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|O que é recomendado para mulheres de 50 a 69 anos em relação ao rastreamento do câncer de mama?|"""A recomendação para as mulheres de 50 a 69 anos é a realização de mamografia a cada dois anos e do exame clínico das mamas anual."""
1cadernos_de_atencao_basica_no_38_estrategias_para_cuidado_da_pessoa_com_doenca_obesidadepdf.txt|Qual é o peso ou porcentagem de peso perdido que indica que uma pessoa idosa deve ser avaliada em relação à estabilização ou recuperação do peso?|"""Uma perda de peso não intencional de, no mínimo, 4,5 kg ou de 5% do peso corporal no último ano é indicativo que exige medidas para estabilizar e/ou recuperar seu peso corporal..."""
1cadernos_de_atencao_basica_no_38_estrategias_para_cuidado_da_pessoa_com_doenca_obesidadepdf.txt|Quais modificações fisiológicas ocorrem com o envelhecimento e podem impactar a alimentação?|"""Com o aumento da idade, ocorrem modificações na composição corporal como a diminuição de água corporal, massa óssea, massa muscular..."""
1cadernos_de_atencao_basica_no_38_estrategias_para_cuidado_da_pessoa_com_doenca_obesidadepdf.txt|Quais alimentos devem ser evitados na alimentação do idoso?|"""Evitar: • O consumo de sal, açúcar, doces, alimentos gordurosos, alimentos e temperos industrializados."""
1cadernos_de_atencao_basica_no_38_estrategias_para_cuidado_da_pessoa_com_doenca_obesidadepdf.txt|Qual é a definição de IMC e como ele é utilizado no contexto das gestantes?|"""O cálculo do IMC por semana gestacional proporciona o diagnóstico nutricional da mulher em qualquer momento da gestação..."""
1cadernos_de_atencao_basica_no_38_estrategias_para_cuidado_da_pessoa_com_doenca_obesidadepdf.txt|Quais recomendações devem ser seguidas em relação ao aumento do consumo de fibras na dieta?|"""Manter alimentação rica em frutas, legumes e verduras (FLV) pode reduzir o risco de acidentes cerebrovasculares..."""
1cadernos_de_atencao_basica_no_38_estrategias_para_cuidado_da_pessoa_com_doenca_obesidadepdf.txt|Quais os riscos associados à obesidade durante a gestação?|"""A obesidade no período gravídico é um grande desafio para os profissionais de Saúde."""
0cadernos_de_atencao_basica_no_32_atencao_ao_pre_natal_de_baixo_riscopdf.txt|O que representa a Rede Cegonha?|"""A Rede Cegonha representa um conjunto de iniciativas que envolvem mudanças: (i) no processo de cuidado à gravidez, ao parto e ao nascimento..."""
0cadernos_de_atencao_basica_no_32_atencao_ao_pre_natal_de_baixo_riscopdf.txt|O que é avaliação pré-concepcional?|"""Entende-se por avaliação pré-concepcional a consulta que o casal faz antes de uma gravidez, objetivando identificar fatores de risco ou doenças que possam alterar a evolução normal de uma futura gestação."""
0cadernos_de_atencao_basica_no_32_atencao_ao_pre_natal_de_baixo_riscopdf.txt|Que tipo de assistência deve ser oferecida a gestantes com condições especiais?|"""A atenção básica deve ser entendida como porta de entrada da Rede de Atenção à Saúde, como ordenadora do sistema de saúde brasileiro."""
0cadernos_de_atencao_basica_no_32_atencao_ao_pre_natal_de_baixo_riscopdf.txt|Quais as condutas recomendadas para o acompanhamento das gestantes adolescentes?|"""É de extrema importância o registro do estado nutricional tanto no prontuário quanto no Cartão da Gestante."""
0cadernos_de_atencao_basica_no_32_atencao_ao_pre_natal_de_baixo_riscopdf.txt|O que é necessário quando a gestante chega ao 41º mês de gestação?|"""Quando o parto não ocorre até a 41º semana, é necessário encaminhar a gestante para a avaliação do bem-estar fetal..."""
0cadernos_de_atencao_basica_no_32_atencao_ao_pre_natal_de_baixo_riscopdf.txt|Para que serve o Cartão da Gestante?|"""É importante que a gestante seja orientada e incentivada a: ... Informações sobre alimentação, hábito intestinal e urinário..."""
3cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Qual é a biodisponibilidade do ferro presente no leite materno em comparação com o leite de vaca?|"""meses de vida da criança previne anemia, apesar da sua baixa quantidade de ferro, pois a biodisponibilidade permite a absorção de 50% do ferro presente, enquanto a absorção do ferro do leite de vaca, que possui quantidades semelhantes, é de 10%."""
3cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|O que deve ser feito com crianças não amamentadas em relação à ingestão de leite?|"""Deve ser reforçada a recomendação da ingestão máxima de 500ml de leite por dia, caso a criança não seja amamentada."""
3cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Quais são os objetivos da Estratégia de fortificação da alimentação infantil com micronutrientes em pó - NutriSUS?|"""O NutriSUS consiste na adição direta de nutrientes em pó (vitaminas e minerais) na alimentação que as crianças de 6 a 48 meses de idade irão consumir em uma de suas refeições diárias."""
3cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Qual a recomendação de megadoses de vitamina A para crianças de 12 a 59 meses?|"""Mega dose de Vitamina A de 200.000 UI para crianças de 12 a 59 meses: 1 dose a cada 6 meses."""
3cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Quais os dois principais tipos de ferro e onde são encontrados?|"""O ferro apresenta-se nos alimentos sob duas formas: heme e não heme."""
3cadernos_de_atencao_basica_no_23_saude_da_crianca_aleitamento_materno_e_alimentacao_complementarpdf.txt|Quais os principais alimentos com ferro não heme?|"""O ferro não heme, contido no ovo, cereais, leguminosas (ex. feijão) e hortaliças (ex. beterraba)."""
3cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Qual a recomendação do Consenso Brasileiro para o Controle do Câncer de Mama em relação ao ECM (Exame Clínico das Mamas)?|"""Embora o Consenso Brasileiro para o Controle do Câncer de Mama recomende o ECM como método de rastreamento, não existem ainda evidências científicas suficientes para determinar a efetividade e o balanço entre riscos e benefícios dessa prática..."""
3cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Qual era o entendimento na literatura científica sobre o termo autoexame nas mamas?|"""Na literatura científica, o termo autoexame não se refere genericamente a qualquer exame realizado pela própria mulher. Esse termo está associado especificamente ao método de rastreamento..."""
3cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Qual é a proporção de cânceres inicialmente identificados como massa palpável em países com rastreamento mamográfico?|"""Mesmo nos países com rastreamento mamográfico e boa cobertura, mais de 40% dos cânceres são identificados inicialmente como massa palpável..."""
3cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Qual a finalidade da inspeção estática durante o ECM?|"""A inspeção estática tem o objetivo de identificar visualmente sinais sugestivos de câncer..."""
3cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Quais métodos de imagem são indicados para o rastreamento do câncer de mama?|"""...os métodos diagnósticos que podem ser utilizados são a mamografia, a ultrassonografia e a ressonância magnética."""
3cadernos_de_atencao_basica_no_13_canceres_do_colo_do_utero_e_da_mamapdf.txt|Quais são as principais indicações da ultrassonografia como método diagnóstico?|"""As principais indicações da ultrassonografia como método diagnóstico são: Diagnóstico diferencial entre lesão sólida e lesão cística..."""
1cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Como o controle glicêmico pode ser monitorado em pacientes com diabetes?|"""O controle glicêmico pode ser monitorado por glicemias de jejum, pré-prandial (antes das refeições), pós-prandial (após as refeições) e pela hemoglobina glicada (HbA1c)."""
1cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Como o controle glicêmico intensivo pode afetar as complicações em indivíduos com diabetes tipo 2?|"""O controle glicêmico intensivo pode prevenir o desenvolvimento e a progressão de complicações microvasculares especialmente se associado ao controle pressórico intensivo."""
1cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Quais são os principais sintomas da cetoacidose diabética?|"""Os principais sintomas são: polidipsia, poliúria, enurese, hálito cetônico, fadiga, visão turva, náuseas e dor abdominal, além de vômitos, desidratação, hiperventilação e alterações do estado mental."""
1cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Quais os períodos indicativos para realizar a HbA1c após o início do tratamento?|"""A HbA1c deve ser medida no início do tratamento e a cada três meses, podendo ser realizada duas vezes ao ano para aqueles com bom controle metabólico."""
1cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Que relação há entre o diabetes mellitus e doenças cardiovasculares?|"""O DM é considerado causa de cegueira, insuficiência renal e amputações de membros, sendo responsável por gastos expressivos em saúde, além de substancial redução da capacidade de trabalho e da expectativa de vida."""
1cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Qual é a classificação das complicações do diabetes?|"""As complicações do DM podem ser classificadas em complicações agudas (hipoglicemia, cetoacidose e coma hiperosmolar) e crônicas, como a retinopatia, a nefropatia, e a neuropatia diabéticas."""
0cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Quais são as condições frequentemente associadas ao diabetes mellitus?|"""O DM vem aumentando sua importância pela sua crescente prevalência e habitualmente está associado à dislipidemia, à hipertensão arterial e à disfunção endotelial."""
0cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Qual estudo destaca a falta de conhecimento sobre o diabetes mellitus na população?|"""Das pessoas com DM, 46,5% desconheciam o fato de serem portadores desta doença."""
0cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Quais fatores de risco cardiovasculares foram identificados em um estudo realizado em Cuiabá/MT?|"""Os principais fatores de risco cardiovasculares identificados foram: sobrepeso, sedentarismo e antecedentes familiares cardiovasculares."""
0cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Que papel desempenha o Sistema GRADE na avaliação da qualidade da evidência?|"""Esse sistema oferece a vantagem de separar a avaliação da qualidade da evidência da avaliação da força da recomendação."""
0cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|O que é considerado um diagnóstico de diabetes mellitus em relação à glicemia de jejum?|"""Diabetes mellitus ≥126 mg/dL."""
0cadernos_de_atencao_basica_no_36_estrategias_para_o_cuidado_da_pessoa_com_doenca_cronica_diabetes_mellituspdf.txt|Quais exames são considerados de rotina mínima para uma pessoa com DM?|"""Glicemia de jejum e HbA1C, colesterol total (CT), HDL e triglicerídeos (TG), creatinina sérica, e exame de urina tipo 1."""
0cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|Quais são os principais problemas de saúde relacionados à deficiência de vitamina A?|"""A deficiência de vitamina A pode levar à cegueira, carência esta que afeta milhões de crianças no mundo."""
0cadernos_de_atencao_basica_no_20_carencias_de_micronutrientespdf.txt|Quais são algumas das principais estratégias do Ministério da Saúde para reduzir deficiências de micronutrientes?|"""As ações do Ministério da Saúde que objetivam reduzir as deficiências de micronutrientes na população brasileira estão apoiadas também na suplementação com megadoses de vitamina A..."""
